User_ID,Age,Income_Level,Credit_Score,Investment_Experience,Financial_Knowledge,Risk_Tolerance,Investment_Goals,Time_Horizon,Total_Assets,Total_Liabilities,Number_of_Dependents,Years_of_Investing,Net_Worth,Investment_Strategy
F37HD6JR3Q,54,High,672,Novice,High,Medium,Growth,Short-term,4824481,2103456,1,26,2721025,Balanced
G4QG6HPJYD,57,Low,782,Novice,Medium,Low,Income,Medium-term,4919249,1941467,0,10,2977782,Balanced
8R0APSD2T0,46,Low,801,Intermediate,Medium,Medium,Speculation,Medium-term,4993584,2024212,0,31,2969372,Balanced
SPLLB2YXH2,58,Medium,672,Experienced,Low,Low,Income,Long-term,4978436,2302410,2,29,2676026,Balanced
GD1WBYZFMR,68,Medium,700,Intermediate,High,Medium,Preservation,Short-term,5177773,2029282,1,35,3148491,Balanced
I58X3I6SES,45,High,725,Novice,Low,Medium,Preservation,Medium-term,5022308,2059711,1,28,2962597,Balanced
TRVBMFAMRS,60,Low,755,Novice,Medium,High,Speculation,Long-term,4932614,2139238,1,9,2793376,Balanced
5LCBBU9DZ7,68,Medium,765,Intermediate,Medium,High,Income,Long-term,5011883,2283633,1,7,2728250,Balanced
N43PIM8ELO,43,Low,709,Intermediate,High,High,Speculation,Medium-term,5150849,1883672,3,15,3267177,Aggressive
LYQOMN0KXL,20,Low,684,Novice,Medium,Low,Growth,Medium-term,5099790,2020067,1,2,3079723,Balanced
8D0GNBXQGW,43,Low,728,Intermediate,Medium,Low,Growth,Medium-term,4935949,1951574,0,36,2984375,Balanced
QXB90R7A34,37,High,695,Intermediate,High,Low,Preservation,Long-term,4950958,1818633,0,14,3132325,Balanced
ZLZLOJLA84,27,Medium,680,Experienced,Low,Low,Preservation,Medium-term,4847115,1964659,3,36,2882456,Balanced
7NB4WBQ6DP,35,High,653,Intermediate,Low,Medium,Growth,Medium-term,5018522,2046100,0,23,2972422,Growth
8QG05Y4ZIH,61,Medium,731,Novice,Medium,Medium,Growth,Medium-term,5326469,1940462,4,13,3386007,Balanced
YOS1T9L1YG,34,Medium,737,Novice,Low,High,Income,Short-term,4859651,1950067,0,35,2909584,Balanced
YKCA0WWF3K,43,Low,638,Novice,High,Medium,Growth,Long-term,5070616,2033079,4,21,3037537,Balanced
LIHPIZCYSD,36,High,795,Experienced,High,High,Preservation,Long-term,4713245,1931571,1,37,2781674,Aggressive
NWPH251JZE,24,High,744,Experienced,High,Medium,Growth,Short-term,5325465,1966036,3,24,3359429,Balanced
5YIRJ6LXNS,31,Medium,539,Experienced,High,High,Growth,Long-term,5084480,1967957,3,9,3116523,Aggressive
S733864UPA,18,High,785,Experienced,High,Medium,Growth,Short-term,5107867,2130754,2,2,2977113,Growth-oriented
UECA3GCGFI,50,Low,713,Novice,Medium,High,Preservation,Medium-term,4783866,2064245,4,34,2719621,Balanced
VNMQ12G198,61,High,696,Experienced,High,Low,Speculation,Long-term,5207753,2043885,1,10,3163868,Balanced
CUNXSTD0Z8,67,High,757,Intermediate,High,Low,Preservation,Long-term,5030375,2059995,1,7,2970380,Growth-oriented
7CTXBZO56X,55,High,649,Intermediate,Medium,High,Preservation,Long-term,4862350,2025442,3,28,2836908,Balanced
RWIL5H3QSC,40,Medium,791,Experienced,High,Medium,Speculation,Long-term,4998811,1944756,2,36,3054055,Balanced
BW53U1W0LN,58,High,720,Experienced,Medium,High,Preservation,Medium-term,5083193,1938259,1,28,3144934,Aggressive
1OQEPLXYIV,57,Medium,672,Intermediate,Medium,Medium,Preservation,Long-term,4604652,1956961,2,2,2647691,Growth
9AIZM2H2Z7,22,Low,681,Novice,Medium,Medium,Speculation,Medium-term,5015890,1934335,3,38,3081555,Balanced
QTO3ACKYQS,20,High,673,Intermediate,High,Low,Income,Long-term,5000083,1954031,3,1,3046052,Balanced
3KF6RPW3TD,27,High,632,Novice,Low,Medium,Preservation,Medium-term,4872039,1930433,4,19,2941606,Balanced
IRQTOWN6SZ,30,High,728,Novice,Low,Medium,Income,Short-term,5008270,2181253,2,5,2827017,Balanced
GEJGSMFN14,46,Medium,718,Intermediate,High,High,Speculation,Medium-term,4962653,2158282,4,0,2804371,Aggressive
XXD3C2IJ6T,55,High,659,Intermediate,High,Low,Preservation,Medium-term,5163559,2095436,0,27,3068123,Balanced
66HCBOH189,21,High,706,Experienced,Low,Low,Income,Medium-term,5316638,1990329,4,28,3326309,Balanced
NPIOGPFGD6,36,Medium,642,Experienced,Low,Low,Growth,Long-term,4771733,1984230,1,9,2787503,Balanced
GBGP59G9JW,37,Medium,650,Novice,High,Medium,Preservation,Short-term,4838059,2025680,2,37,2812379,Balanced
77R2D131WY,47,Low,627,Novice,High,Low,Income,Medium-term,5128940,1900676,3,13,3228264,Balanced
MFJZFRDEBQ,19,High,671,Intermediate,High,Medium,Income,Medium-term,4944166,2005336,4,24,2938830,Preservation
GPLG2GQ242,66,Low,628,Novice,Low,Low,Growth,Long-term,4993109,2047359,4,10,2945750,Balanced
6ELOP7V6SK,27,High,620,Intermediate,Medium,High,Speculation,Long-term,5094451,1973663,0,6,3120788,Balanced
IDQOMQ8O7U,33,Low,744,Novice,Low,Low,Speculation,Long-term,4828882,1994076,4,0,2834806,Balanced
2CMY81Y6ZU,30,Low,734,Intermediate,Low,High,Growth,Long-term,5223554,2351612,4,2,2871942,Balanced
TNDV5RO8QE,19,Medium,717,Experienced,High,High,Income,Long-term,5148231,2158579,1,22,2989652,Aggressive
SBTQWRQKCJ,60,Low,684,Novice,Medium,Medium,Income,Long-term,5043005,2125984,1,23,2917021,Balanced
6WWMUVZS48,57,Medium,690,Intermediate,Medium,High,Growth,Short-term,4849540,2182404,3,4,2667136,Income
QG7S3ERR7B,69,Medium,701,Experienced,Medium,Medium,Growth,Short-term,4938452,2144370,4,5,2794082,Balanced
JCT5RTRBF9,38,Medium,662,Novice,Medium,High,Speculation,Long-term,4951880,1888039,2,13,3063841,Balanced
QWS2HPGNK1,34,Low,692,Intermediate,Medium,Low,Preservation,Medium-term,4972544,1849996,3,34,3122548,Balanced
WOE6VI3U5O,56,Low,711,Experienced,Low,High,Income,Medium-term,4914787,2036145,2,31,2878642,Aggressive
ERTSJ86VTF,24,Medium,750,Novice,Low,High,Growth,Short-term,5077462,2066671,2,0,3010791,Balanced
EAQ8BLIK8Q,34,Medium,737,Novice,High,Medium,Income,Long-term,4986556,1895116,3,33,3091440,Balanced
2J11U817FB,34,High,767,Novice,Medium,Medium,Speculation,Long-term,4806098,1900328,3,25,2905770,Growth-oriented
9TX0G0YHFY,60,Low,746,Novice,Low,Low,Preservation,Long-term,4821923,2115243,1,18,2706680,Balanced
A6UFCT3NDE,51,High,695,Intermediate,Medium,Medium,Speculation,Medium-term,5116008,2067535,3,34,3048473,Balanced
QCTQ4OWE8A,24,Medium,742,Experienced,Low,High,Speculation,Long-term,5029555,1914244,2,28,3115311,Balanced
AVLPEBG7GB,44,High,727,Intermediate,Medium,High,Growth,Medium-term,4992924,2004097,1,4,2988827,Balanced
232PID22H4,42,Low,689,Novice,Medium,Medium,Speculation,Short-term,5028100,1958724,0,26,3069376,Balanced
0NZP4BL65I,44,Medium,707,Experienced,High,Medium,Speculation,Medium-term,4890102,1974104,1,28,2915998,Balanced
E5BUFIT80Y,43,High,732,Intermediate,Medium,Low,Income,Short-term,5001282,1913648,3,39,3087634,Conservative
WNUX1UKPTY,35,Low,664,Experienced,High,Low,Speculation,Long-term,5159799,1940814,0,39,3218985,Balanced
TTCUX4UXU2,21,Medium,667,Experienced,High,Medium,Preservation,Short-term,4993841,1788428,3,18,3205413,Balanced
54F0AY9COO,67,High,760,Experienced,High,Low,Speculation,Long-term,5263888,1976110,4,30,3287778,Growth-oriented
74Z1RFVNQ8,48,Medium,770,Experienced,Low,Medium,Preservation,Medium-term,4942295,2200946,3,7,2741349,Balanced
57QVQBQG48,29,Low,729,Novice,Low,Medium,Growth,Short-term,5182747,1863791,2,15,3318956,Balanced
4X6OW815GU,38,High,602,Novice,Low,Low,Speculation,Short-term,5098585,2013699,4,20,3084886,Conservative
6U2LGGD91M,55,Low,816,Experienced,High,Low,Preservation,Short-term,4978463,1943429,4,12,3035034,Conservative
ZHZC9IVXRD,57,Low,783,Intermediate,Medium,High,Preservation,Short-term,5113083,1903055,0,33,3210028,Balanced
J4RNR6JPG1,35,Low,694,Experienced,Medium,Medium,Preservation,Short-term,4951936,1990649,1,32,2961287,Balanced
182YPLEXRZ,56,Low,758,Intermediate,High,High,Growth,Medium-term,4676021,2003876,4,26,2672145,Aggressive
XQ9B4O7863,41,Low,709,Experienced,Medium,Medium,Preservation,Medium-term,5024801,2128436,4,32,2896365,Balanced
WKVHU9UASC,44,Low,682,Experienced,Medium,Low,Income,Short-term,5172697,1958991,4,17,3213706,Conservative
TPEX2AXBO0,67,Medium,738,Novice,Medium,Low,Preservation,Long-term,5137398,2170749,0,2,2966649,Balanced
C6X74CT8KJ,25,High,661,Intermediate,High,Low,Growth,Medium-term,4778008,2000182,0,9,2777826,Balanced
URXQ0KFUCI,18,Medium,783,Experienced,Low,Low,Speculation,Short-term,4645740,2148981,0,14,2496759,Conservative
8YEOFSRGNT,31,High,699,Intermediate,High,Low,Speculation,Short-term,5168181,1819270,1,15,3348911,Conservative
RY82FSZ4VV,30,Low,623,Experienced,High,Medium,Growth,Medium-term,5195268,2018079,3,30,3177189,Balanced
0U008VONTC,62,High,722,Intermediate,High,Low,Growth,Long-term,4978771,2059625,1,5,2919146,Balanced
1H8LE6M7UZ,39,Medium,645,Intermediate,Low,Medium,Speculation,Short-term,4902297,1920944,4,3,2981353,Balanced
IVIBJ54CI3,54,Low,687,Experienced,Medium,Medium,Preservation,Medium-term,5114880,2118553,4,3,2996327,Balanced
QB5C1069AA,42,High,639,Intermediate,High,High,Growth,Medium-term,4993353,2039191,2,29,2954162,Aggressive
X7ZIGGLDIP,63,High,759,Experienced,Low,Medium,Speculation,Long-term,4940582,2068989,0,37,2871593,Growth-oriented
2ZZAWFQZV7,22,High,706,Novice,High,High,Growth,Short-term,5173863,2211230,4,16,2962633,Aggressive
739BQOXP2T,54,High,612,Novice,Medium,High,Preservation,Medium-term,5070017,1992958,3,14,3077059,Growth-oriented
JT7VP7PGVK,59,Low,731,Experienced,Low,High,Preservation,Medium-term,4939864,1867914,0,9,3071950,Balanced
ZQEKFFJI82,66,Medium,628,Experienced,High,High,Preservation,Medium-term,4955774,1984547,3,29,2971227,Aggressive
CXOMUVNIPU,44,High,730,Novice,High,High,Income,Medium-term,5048958,2009116,0,33,3039842,Aggressive
U8QHKHA9WN,51,High,813,Novice,High,Medium,Preservation,Short-term,5064042,1926896,0,26,3137146,Growth-oriented
GX9O8WMDCR,66,High,611,Intermediate,Low,Medium,Growth,Long-term,5218901,1997626,2,6,3221275,Balanced
HU4ANKS2JI,29,High,707,Novice,Low,Low,Growth,Long-term,4884482,1994005,0,36,2890477,Balanced
QHYH94G26N,34,Medium,616,Experienced,High,Low,Preservation,Medium-term,4946628,2089894,0,1,2856734,Balanced
2TOVPJLPJ7,57,High,669,Intermediate,Low,Medium,Preservation,Long-term,5010083,1920385,0,2,3089698,Balanced
QKCRHLWM9Q,29,Low,681,Novice,Medium,Medium,Income,Medium-term,4850260,2140690,1,13,2709570,Balanced
3HVAXR6BK4,60,High,707,Experienced,Medium,Low,Preservation,Medium-term,5111533,2111587,3,18,2999946,Balanced
RJZ6308FU1,63,High,733,Intermediate,Low,High,Income,Medium-term,5199795,2015821,2,16,3183974,Balanced
GKHEADHPMS,25,High,798,Intermediate,Medium,Low,Preservation,Medium-term,5257070,1686714,3,15,3570356,Growth-oriented
5IB43CD1EI,47,Medium,677,Experienced,Low,High,Speculation,Short-term,4990736,1957785,1,24,3032951,Balanced
YL4MGIZ4F5,29,Low,792,Experienced,High,High,Preservation,Long-term,4938767,2010776,1,7,2927991,Aggressive
Y9CYZVR2Y3,50,Medium,694,Novice,Medium,High,Income,Medium-term,4974756,1913342,4,7,3061414,Balanced
Z0J4GZOPGL,18,High,651,Experienced,Low,Low,Speculation,Medium-term,5061374,1862404,4,24,3198970,Balanced
KJMU2EC0SO,42,Medium,692,Intermediate,High,High,Preservation,Medium-term,5241056,1872998,4,25,3368058,Aggressive
A1BU7CO1MR,54,Medium,673,Intermediate,High,Medium,Preservation,Medium-term,4860582,2016644,0,25,2843938,Balanced
OHGPXTAKXU,65,High,688,Intermediate,Medium,Low,Income,Long-term,5185017,1927878,2,11,3257139,Balanced
C14L2Z2LF5,48,Low,706,Intermediate,High,High,Growth,Medium-term,5032797,2036083,3,28,2996714,Aggressive
1QVPTVUHG5,30,Medium,626,Experienced,Low,Medium,Speculation,Long-term,4979559,1924227,3,2,3055332,Balanced
X15FAQSHPV,46,High,714,Intermediate,Low,Low,Speculation,Long-term,5123107,1778761,3,26,3344346,Balanced
JHTAJOWQIZ,56,Medium,608,Intermediate,Low,Low,Growth,Long-term,5138199,2007840,4,1,3130359,Balanced
NXEDDLFNJK,68,Low,596,Novice,Medium,Medium,Speculation,Long-term,4905582,1904128,2,0,3001454,Balanced
GF5FBMKT27,49,Low,633,Novice,Medium,Low,Growth,Short-term,5132022,1938493,2,18,3193529,Conservative
GCODT6MF92,21,Low,729,Experienced,High,Low,Growth,Medium-term,5150389,2048752,1,38,3101637,Balanced
0BIM078U6B,28,Medium,672,Experienced,Low,Low,Preservation,Long-term,5270674,2006636,1,38,3264038,Income
ZUTKEKGYIM,26,High,702,Intermediate,Low,High,Preservation,Medium-term,5055831,2033016,2,12,3022815,Balanced
KGX6O31IVY,46,Medium,751,Experienced,Medium,Low,Preservation,Medium-term,4834602,2033311,2,16,2801291,Balanced
TEQ9PXB71Z,43,Medium,789,Experienced,Medium,Medium,Speculation,Long-term,4761443,2033004,0,3,2728439,Balanced
V2DK6T7FZM,64,High,764,Experienced,Medium,Low,Preservation,Long-term,4919278,1980961,1,5,2938317,Growth-oriented
XV4530C4MP,29,Medium,664,Experienced,Medium,Low,Preservation,Short-term,4894383,1878718,2,12,3015665,Conservative
3M75GZANMI,22,High,742,Novice,Medium,High,Growth,Medium-term,5053614,1921521,2,8,3132093,Balanced
XSGI27Z3RS,47,High,734,Novice,High,Medium,Growth,Short-term,5202403,1768561,1,6,3433842,Balanced
1ZLSCCIVWX,45,Low,802,Experienced,Low,Low,Income,Short-term,4902644,2167526,2,2,2735118,Conservative
CJWHCKRCXO,34,High,637,Experienced,High,Low,Growth,Short-term,5145594,2020459,4,8,3125135,Conservative
OL5KRU5AHK,56,High,712,Novice,High,Low,Income,Long-term,4801054,1991869,0,17,2809185,Balanced
H2BXD2HSTI,25,Medium,733,Intermediate,High,High,Income,Medium-term,5123466,1932896,4,24,3190570,Aggressive
SDZS00QP61,44,Medium,722,Intermediate,Medium,Medium,Income,Short-term,5343735,1934025,0,23,3409710,Balanced
JOLRQKVT6F,67,Low,617,Novice,High,Low,Speculation,Short-term,5122890,1990385,2,25,3132505,Conservative
CZC6TQTHYW,45,High,653,Novice,Low,Low,Growth,Medium-term,4943158,2106456,2,26,2836702,Balanced
NE7GAWTAXA,67,High,682,Intermediate,Medium,Low,Preservation,Long-term,4959656,1975520,4,18,2984136,Balanced
GZMO4QHQQY,46,Low,698,Experienced,High,High,Income,Long-term,5040436,2025842,2,36,3014594,Aggressive
9YCUSVE4YK,33,Low,673,Novice,Low,Low,Growth,Long-term,4861864,1967200,2,15,2894664,Balanced
681WHCDGL8,36,High,638,Experienced,High,High,Preservation,Long-term,4922294,1921039,1,26,3001255,Aggressive
2F07UTRXB0,48,Low,789,Experienced,High,Low,Growth,Medium-term,4927338,2004664,2,1,2922674,Balanced
ARHWFIX38H,69,Medium,626,Experienced,Medium,High,Growth,Medium-term,5156581,1953317,4,8,3203264,Balanced
FWP4WO6VPU,37,High,691,Intermediate,Low,Low,Income,Short-term,4758381,2046851,1,30,2711530,Conservative
7FTGTUS0IZ,50,Medium,658,Novice,Medium,Low,Speculation,Medium-term,4743651,2036229,0,0,2707422,Balanced
7B4AQGLJ1G,45,Medium,655,Experienced,High,Low,Preservation,Short-term,4958650,1997747,4,4,2960903,Conservative
3QX334RUII,26,High,699,Intermediate,High,Medium,Preservation,Long-term,4980865,1924240,0,3,3056625,Balanced
WSCFDFUN1A,22,Medium,649,Novice,High,Medium,Income,Long-term,4842144,1714122,1,28,3128022,Balanced
1LS0JQOLQO,45,High,648,Intermediate,High,High,Growth,Long-term,4772769,1934252,0,27,2838517,Aggressive
49CHT4QFOB,57,High,719,Intermediate,Low,High,Speculation,Long-term,5081671,2116270,3,13,2965401,Balanced
CWQ9U0T5EV,19,Low,678,Novice,Medium,Low,Preservation,Medium-term,5150053,1956067,3,25,3193986,Balanced
0XJ4L57VXZ,35,High,728,Intermediate,Medium,High,Growth,Long-term,5124970,2182146,3,8,2942824,Balanced
J6PLNLGOGL,27,Medium,745,Novice,Medium,High,Income,Long-term,4919381,2050506,0,35,2868875,Balanced
6G8OJKT0B8,52,Low,739,Novice,Low,Low,Income,Short-term,5005724,2183242,3,14,2822482,Conservative
E4JRGNO8VK,40,High,657,Intermediate,High,High,Growth,Short-term,5048084,1977002,4,3,3071082,Aggressive
FA9MPOEOMP,18,High,683,Experienced,Low,High,Income,Long-term,5075356,2275546,0,33,2799810,Balanced
PJ8B9ATJUU,46,High,733,Intermediate,Low,High,Income,Short-term,4761356,2041971,1,11,2719385,Balanced
EZPNISODB7,50,High,672,Novice,Low,Low,Preservation,Medium-term,5004251,2113754,0,20,2890497,Aggressive
8J92OKRHDM,53,High,753,Intermediate,Medium,Low,Speculation,Long-term,5149450,1962596,4,26,3186854,Growth-oriented
75XMFKZTIM,52,Medium,730,Intermediate,Medium,Low,Speculation,Medium-term,5284459,1960676,0,1,3323783,Balanced
U4WC7BI92E,53,High,643,Intermediate,High,Medium,Growth,Medium-term,5013851,2146999,2,6,2866852,Balanced
AXIETNT17K,33,High,635,Intermediate,Low,Low,Income,Short-term,5198456,2075958,2,27,3122498,Conservative
29YFL2N4BY,67,Medium,768,Experienced,Medium,Low,Income,Long-term,4754516,1990516,2,12,2764000,Balanced
0PAH38PQ2K,42,Medium,691,Novice,High,High,Income,Long-term,4836106,1984401,2,14,2851705,Aggressive
AIQRLBKKRN,46,Medium,650,Intermediate,High,Low,Income,Medium-term,5289339,1912973,0,30,3376366,Balanced
R0877AWUZN,24,Medium,709,Intermediate,Low,High,Speculation,Medium-term,5163727,2147838,4,26,3015889,Balanced
RY87F418CB,34,Low,617,Intermediate,Medium,Medium,Income,Short-term,4912762,2010100,0,23,2902662,Balanced
Z3CLVP8LLU,26,Low,625,Novice,Low,Medium,Growth,Short-term,5046381,1939438,0,16,3106943,Balanced
V73WD7BJ30,35,High,728,Intermediate,High,Medium,Speculation,Medium-term,5044534,2007656,3,26,3036878,Balanced
32PSN7P4G6,52,Low,686,Intermediate,High,High,Preservation,Long-term,5059148,1994226,2,39,3064922,Aggressive
5IM0EG0A4X,20,Low,708,Intermediate,Low,Medium,Preservation,Short-term,4893896,1914666,1,19,2979230,Balanced
6LGIDAO3VU,26,Low,673,Novice,Low,Medium,Preservation,Medium-term,5158714,2039049,2,26,3119665,Balanced
3GIYGMXQ4L,29,Low,710,Intermediate,Medium,Low,Speculation,Long-term,4908173,2018657,1,5,2889516,Balanced
JK53N24EV5,58,High,795,Experienced,Medium,Low,Preservation,Medium-term,4771401,1899044,0,22,2872357,Growth-oriented
H8ZCGCJUK3,66,Low,788,Experienced,Medium,Low,Preservation,Short-term,4994818,1809485,4,13,3185333,Conservative
21KG9RVDM0,25,Low,702,Experienced,Medium,High,Income,Long-term,5016521,1821582,3,34,3194939,Income
N1UZQ7807N,43,Low,786,Experienced,High,High,Speculation,Long-term,5030479,1929100,1,2,3101379,Aggressive
02DDKM5RA8,38,Medium,829,Intermediate,Low,High,Speculation,Medium-term,4966633,2019257,4,34,2947376,Balanced
BUKB4N2OW0,61,High,716,Intermediate,Low,Medium,Income,Medium-term,4906192,2047808,3,14,2858384,Balanced
YQYPMXKIM7,56,Medium,681,Novice,Low,Low,Income,Long-term,5061941,1824560,4,4,3237381,Balanced
PK0CP2MYEA,66,High,684,Novice,Medium,Medium,Preservation,Short-term,5048843,1967351,2,23,3081492,Balanced
DTSECRW10X,67,High,740,Novice,Low,High,Income,Long-term,5052300,2073861,1,15,2978439,Balanced
YT4XV7CAXT,41,Low,747,Novice,Low,High,Growth,Long-term,4958015,2147433,2,14,2810582,Balanced
Z91YZOV9J4,52,Low,748,Novice,Low,Low,Income,Long-term,4827037,1866932,1,34,2960105,Balanced
9WD8NNT0Q9,54,Low,800,Novice,Low,High,Preservation,Short-term,4720804,1891521,1,4,2829283,Balanced
39EYFXT7IG,19,High,785,Novice,Low,Low,Growth,Long-term,5148550,2069620,3,22,3078930,Growth-oriented
0IUGCAL7YW,66,High,703,Novice,Medium,Low,Income,Long-term,4908869,2022368,0,21,2886501,Balanced
NWQQTAKVG5,41,Medium,680,Intermediate,Low,High,Preservation,Long-term,5203995,2012629,3,3,3191366,Balanced
7W35JIMW84,67,Low,668,Novice,Low,Medium,Speculation,Short-term,5090487,2106872,2,4,2983615,Balanced
Z335M38P2W,64,Medium,698,Intermediate,Medium,High,Speculation,Long-term,5119877,2054280,3,31,3065597,Balanced
V8PFX867O7,22,Medium,715,Intermediate,Low,High,Speculation,Medium-term,4732216,2113250,0,35,2618966,Balanced
RAFG9W7EJI,59,Low,723,Experienced,High,Low,Income,Medium-term,5087174,2030108,4,13,3057066,Balanced
3HLJPC0Y0C,62,Medium,716,Experienced,Low,High,Speculation,Medium-term,5144591,1971673,4,34,3172918,Balanced
TDH9ICYWYD,31,Medium,732,Intermediate,Medium,High,Income,Medium-term,5096200,2136444,4,16,2959756,Balanced
U8AWBXAE6E,62,High,654,Experienced,High,Medium,Income,Long-term,5077394,1932598,1,32,3144796,Balanced
59CWEI79W2,32,Medium,661,Intermediate,Low,Medium,Income,Medium-term,4881898,1975991,3,10,2905907,Balanced
1IMCG15MYT,52,Medium,770,Novice,Medium,High,Preservation,Long-term,4668812,1992411,3,13,2676401,Balanced
ZCEWTGMMVS,50,Low,651,Intermediate,Medium,High,Speculation,Medium-term,4985088,1929808,3,2,3055280,Balanced
1UGKYBTZWH,69,High,694,Novice,Low,Medium,Preservation,Long-term,4845219,2097287,4,0,2747932,Balanced
NJKYH6IR5A,66,High,776,Experienced,High,Medium,Speculation,Long-term,5013278,2156197,0,12,2857081,Growth-oriented
O3G0A0TNFU,51,Medium,636,Intermediate,High,Low,Preservation,Short-term,5106007,1962453,1,31,3143554,Conservative
G1CZTX2ELB,34,High,691,Experienced,High,High,Preservation,Long-term,4781985,2018444,4,35,2763541,Aggressive
C0YWHLJCJ7,20,Medium,683,Intermediate,Low,Medium,Income,Long-term,5170399,1982563,4,30,3187836,Conservative
W096XYCZUA,24,Low,656,Intermediate,Medium,Low,Income,Medium-term,4708638,1940103,3,34,2768535,Balanced
0G689DLHGR,38,Medium,724,Novice,Low,High,Speculation,Short-term,5239435,2000612,0,7,3238823,Balanced
HAPMNP7WF6,57,Medium,705,Novice,High,High,Growth,Short-term,4826134,1959055,2,21,2867079,Aggressive
OACNVUTS3Y,56,Low,653,Intermediate,High,Low,Preservation,Medium-term,4885665,1889208,3,38,2996457,Balanced
Q9U2UWYGCF,20,High,772,Intermediate,Medium,High,Preservation,Medium-term,5137280,2093362,2,11,3043918,Growth-oriented
8UV1ZDNIBO,68,Medium,640,Intermediate,High,Medium,Growth,Long-term,4976336,2031039,4,29,2945297,Balanced
CEX99QINXV,27,Medium,718,Novice,High,Medium,Income,Short-term,5219350,1975876,2,9,3243474,Growth-oriented
NP4ORFM3VA,44,Low,727,Intermediate,Medium,Medium,Speculation,Medium-term,4943617,2170067,2,19,2773550,Balanced
